Player,MLB_ID,Year,Max_EV,Avg_EV,Hard_Hit_Pct,Barrel_Pct,PA,AVG,OBP,SLG,OPS,wRC_Plus
"Bregman, Alex",608324,2020,105.6,88.9,33.6,3.9,,,,,,
"Báez, Javier",595879,2020,116.0,89.4,40.3,8.1,235.0,0.203,0.238,0.36,0.599,57.0
"Cabrera, Asdrúbal",452678,2020,107.0,89.5,38.3,6.5,213.0,0.242,0.305,0.447,0.753,97.0
"Cabrera, Miguel",408234,2020,112.2,93.2,49.7,9.7,231.0,0.25,0.329,0.417,0.746,105.0
"Calhoun, Kole",594777,2020,109.0,89.4,38.2,11.8,228.0,0.226,0.338,0.526,0.864,125.0
"Candelario, Jeimer",600869,2020,110.8,90.2,47.1,10.3,206.0,0.297,0.369,0.503,0.872,140.0
"Canha, Mark",592192,2020,108.9,89.7,39.4,7.7,243.0,0.246,0.387,0.408,0.795,129.0
"Canó, Robinson",429664,2020,113.5,90.4,46.6,7.4,,,,,,
"Castellanos, Nick",592206,2020,108.5,91.0,46.7,16.0,242.0,0.225,0.298,0.486,0.784,98.0
"Conforto, Michael",624424,2020,114.4,88.4,36.6,11.0,233.0,0.322,0.412,0.515,0.927,158.0
"Contreras, Willson",575929,2020,114.1,89.8,47.8,10.4,225.0,0.243,0.356,0.407,0.763,110.0
"Correa, Carlos",621043,2020,109.0,88.8,42.1,5.9,221.0,0.264,0.326,0.383,0.709,94.0
"Crawford, Brandon",543063,2020,109.8,88.7,39.4,9.4,,,,,,
"Crawford, J.P.",641487,2020,110.1,85.8,31.1,1.8,232.0,0.255,0.336,0.338,0.674,95.0
"Cronenworth, Jake",630105,2020,110.1,89.8,42.7,10.5,,,,,,
"Cruz, Nelson",443558,2020,114.4,91.6,47.2,15.0,214.0,0.303,0.397,0.595,0.992,166.0
"Davis, J.D.",605204,2020,111.2,90.1,45.2,8.9,229.0,0.247,0.371,0.389,0.761,118.0
"DeJong, Paul",657557,2020,105.5,89.2,40.6,7.5,,,,,,
"Devers, Rafael",646240,2020,116.7,93.0,43.6,12.1,248.0,0.263,0.31,0.483,0.793,108.0
"Dickerson, Alex",543105,2020,114.6,90.9,44.3,10.7,,,,,,
"Dickerson, Corey",572816,2020,108.8,85.7,30.8,5.7,210.0,0.258,0.311,0.402,0.713,93.0
"Dozier, Hunter",641531,2020,110.3,86.4,30.9,8.2,,,,,,
"Dubón, Mauricio",643289,2020,106.3,86.2,30.6,4.0,,,,,,
"Duvall, Adam",594807,2020,114.2,88.1,40.1,13.9,209.0,0.237,0.301,0.532,0.833,115.0
"Eaton, Adam",594809,2020,109.8,87.8,38.2,4.6,,,,,,
"Edman, Tommy",669242,2020,109.0,86.5,33.5,3.8,227.0,0.25,0.317,0.368,0.685,90.0
"Encarnación, Edwin",429665,2020,112.9,85.4,33.0,13.2,,,,,,
"Escobar, Eduardo",500871,2020,106.7,88.6,31.7,5.5,222.0,0.212,0.27,0.335,0.605,56.0
"Fletcher, David",664058,2020,107.0,84.7,17.8,0.5,230.0,0.319,0.376,0.425,0.801,121.0
"Flores, Wilmer",527038,2020,107.8,87.9,34.4,6.1,213.0,0.268,0.315,0.515,0.83,119.0
"France, Ty",664034,2020,108.2,85.7,29.8,8.7,,,,,,
"Franco, Maikel",596748,2020,112.5,86.7,38.6,5.8,243.0,0.278,0.321,0.457,0.778,105.0
"Frazier, Adam",624428,2020,107.5,85.5,25.1,4.0,230.0,0.23,0.297,0.364,0.661,79.0
"Frazier, Todd",453943,2020,108.1,87.8,31.3,5.2,,,,,,
"Freeman, Freddie",518692,2020,109.3,92.4,54.2,14.7,262.0,0.341,0.462,0.64,1.102,186.0
"Gallo, Joey",608336,2020,113.5,91.2,43.9,14.0,226.0,0.181,0.301,0.378,0.679,86.0
"Galvis, Freddy",520471,2020,107.7,87.0,27.9,4.5,,,,,,
"García Jr., Luis",671277,2020,111.1,83.5,29.5,4.8,,,,,,
"García, Avisaíl",541645,2020,113.3,87.4,37.1,3.8,207.0,0.238,0.333,0.326,0.659,83.0
"Goldschmidt, Paul",502671,2020,111.3,89.2,40.9,10.7,231.0,0.304,0.417,0.466,0.883,147.0
"Gonzalez, Marwin",503556,2020,106.0,89.2,38.4,5.1,,,,,,
"González, Erik",570481,2020,111.4,88.5,44.0,6.7,,,,,,
"Gordon, Alex",460086,2020,112.3,82.8,25.4,3.2,,,,,,
"Grandal, Yasmani",518735,2020,110.5,90.3,43.8,7.6,,,,,,
"Gregorius, Didi",544369,2020,104.7,83.8,27.9,4.2,237.0,0.284,0.339,0.488,0.827,116.0
"Grichuk, Randal",545341,2020,110.9,88.9,39.6,11.2,231.0,0.273,0.312,0.481,0.793,108.0
"Grisham, Trent",663757,2020,111.9,88.3,41.8,11.1,252.0,0.251,0.352,0.456,0.808,122.0
"Grossman, Robbie",543257,2020,108.1,89.0,37.5,5.5,,,,,,
"Guerrero Jr., Vladimir",665489,2020,116.1,92.5,50.8,8.7,243.0,0.262,0.329,0.462,0.791,110.0
"Gurriel Jr., Lourdes",666971,2020,109.5,90.8,49.4,11.7,224.0,0.308,0.348,0.534,0.882,134.0
"Gurriel, Yuli",493329,2020,107.1,89.3,36.5,3.7,230.0,0.232,0.274,0.384,0.658,76.0
"Hampson, Garrett",641658,2020,105.6,86.3,23.4,8.1,,,,,,
"Happ, Ian",664023,2020,109.1,91.1,48.5,10.3,231.0,0.258,0.361,0.505,0.866,132.0
"Harper, Bryce",547180,2020,114.7,92.5,50.7,17.3,244.0,0.268,0.42,0.542,0.962,150.0
"Hernández, César",514917,2020,108.2,89.1,37.3,4.0,261.0,0.283,0.355,0.408,0.763,112.0
"Hernández, Enrique",571771,2020,110.2,88.5,43.1,7.3,,,,,,
"Hernández, Teoscar",606192,2020,115.9,93.3,53.1,18.0,207.0,0.289,0.34,0.579,0.919,142.0
"Heyward, Jason",518792,2020,108.1,87.6,40.2,4.5,,,,,,
"Hicks, Aaron",543305,2020,109.5,88.2,38.2,6.9,211.0,0.225,0.379,0.414,0.793,124.0
"Hiura, Keston",669374,2020,110.2,87.4,39.6,14.2,246.0,0.212,0.297,0.41,0.707,88.0
"Hoskins, Rhys",656555,2020,111.2,89.7,41.7,14.8,,,,,,
"Hosmer, Eric",543333,2020,112.0,90.8,47.0,10.3,,,,,,
"Iglesias, Jose",578428,2020,110.2,86.2,36.5,3.2,,,,,,
"Jiménez, Eloy",650391,2020,113.6,92.4,55.7,16.5,226.0,0.296,0.332,0.559,0.891,138.0
"Kepler, Max",596146,2020,110.3,88.5,38.2,5.1,,,,,,
"Kiner-Falefa, Isiah",643396,2020,106.2,87.2,31.1,2.2,228.0,0.28,0.329,0.37,0.699,93.0
"La Stella, Tommy",600303,2020,108.8,88.0,28.3,4.8,228.0,0.281,0.37,0.449,0.819,128.0
"Laureano, Ramón",657656,2020,111.3,87.7,34.4,9.4,222.0,0.213,0.338,0.366,0.704,104.0
"LeMahieu, DJ",518934,2020,109.5,91.3,45.7,2.9,216.0,0.364,0.421,0.59,1.011,177.0
"Lewis, Kyle",641786,2020,110.9,88.3,35.0,11.7,242.0,0.262,0.364,0.437,0.801,127.0
"Lindor, Francisco",596019,2020,111.4,89.9,41.1,5.6,266.0,0.258,0.335,0.415,0.75,105.0
"Longoria, Evan",446334,2020,111.5,91.7,45.2,11.5,209.0,0.254,0.297,0.425,0.722,93.0
"Lopes, Tim",621005,2020,109.1,87.2,39.4,2.8,,,,,,
"Lopez, Nicky",670032,2020,104.6,84.9,26.7,1.5,,,,,,
"Lowe, Brandon",664040,2020,111.4,89.8,43.1,17.5,224.0,0.269,0.362,0.554,0.916,151.0
"Machado, Manny",592518,2020,115.7,90.2,43.5,11.0,254.0,0.304,0.37,0.58,0.95,150.0
"Margot, Manuel",622534,2020,108.2,89.4,33.9,4.1,,,,,,
"Markakis, Nick",455976,2020,106.1,89.0,42.1,1.9,,,,,,
"Marte, Ketel",606466,2020,115.9,89.2,40.5,3.7,,,,,,
"Marte, Starling",516782,2020,110.6,87.1,30.3,6.4,250.0,0.281,0.34,0.43,0.77,108.0
"Martinez, J.D.",502110,2020,110.7,89.5,41.6,11.0,237.0,0.213,0.291,0.389,0.68,76.0
"McCutchen, Andrew",457705,2020,109.9,89.7,41.2,8.2,241.0,0.253,0.324,0.433,0.757,102.0
"McMahon, Ryan",641857,2020,109.7,90.1,43.0,11.2,,,,,,
"McNeil, Jeff",643446,2020,106.2,86.6,26.5,2.5,209.0,0.311,0.383,0.454,0.836,131.0
"Merrifield, Whit",593160,2020,105.8,86.1,27.3,5.1,265.0,0.282,0.325,0.44,0.764,105.0
"Molina, Yadier",425877,2020,104.2,84.7,25.4,2.4,,,,,,
"Moncada, Yoán",660162,2020,109.9,87.8,33.1,6.2,231.0,0.225,0.32,0.385,0.705,94.0
"Mondesi, Adalberto",609275,2020,111.0,90.6,39.1,7.3,233.0,0.256,0.294,0.416,0.71,88.0
"Moran, Colin",592567,2020,112.0,91.9,47.2,13.4,200.0,0.247,0.325,0.472,0.797,112.0
"Moreland, Mitch",519048,2020,110.1,88.2,40.4,14.4,,,,,,
"Moustakas, Mike",519058,2020,111.7,88.8,40.0,9.5,,,,,,
"Mullins, Cedric",656775,2020,110.2,88.6,31.8,2.8,,,,,,
"Muncy, Max",571970,2020,109.8,88.5,40.0,12.4,248.0,0.192,0.331,0.389,0.72,98.0
"Murphy, Daniel",502517,2020,109.6,85.1,25.2,4.9,,,,,,
"Myers, Wil",571976,2020,109.2,91.0,45.8,14.8,218.0,0.288,0.353,0.606,0.959,155.0
"Newman, Kevin",621028,2020,104.7,85.5,28.3,0.7,,,,,,
"Nimmo, Brandon",607043,2020,106.9,87.2,32.9,7.7,225.0,0.28,0.404,0.484,0.888,149.0
"Nola, Austin",543592,2020,110.1,89.7,43.4,7.8,,,,,,
"Núñez, Renato",600524,2020,110.3,86.3,36.4,12.1,216.0,0.256,0.324,0.492,0.816,118.0
"Ohtani, Shohei",660271,2020,111.9,89.1,42.7,10.7,,,,,,
"Olson, Matt",621566,2020,112.5,92.3,45.9,12.8,245.0,0.195,0.31,0.424,0.734,104.0
"Ozuna, Marcell",542303,2020,115.6,93.0,54.4,15.4,267.0,0.338,0.431,0.636,1.067,178.0
"Peralta, David",444482,2020,113.8,89.2,36.3,5.0,218.0,0.3,0.339,0.433,0.773,106.0
"Perez, Salvador",521692,2020,110.4,91.0,47.0,13.9,,,,,,
"Pillar, Kevin",607680,2020,108.0,87.1,36.5,5.4,223.0,0.288,0.336,0.462,0.798,105.0
"Piscotty, Stephen",572039,2020,111.1,88.1,39.8,6.5,,,,,,
"Polanco, Jorge",593871,2020,109.2,86.6,33.3,2.8,226.0,0.258,0.304,0.354,0.658,82.0
"Pollock, AJ",572041,2020,110.0,89.6,43.1,10.5,210.0,0.276,0.314,0.566,0.881,130.0
"Profar, Jurickson",595777,2020,107.7,87.2,27.7,3.2,202.0,0.278,0.343,0.428,0.771,113.0
"Pujols, Albert",405395,2020,108.8,88.6,34.4,5.5,,,,,,
"Ramos, Wilson",467092,2020,110.1,89.0,42.0,7.1,,,,,,
"Ramírez, José",608070,2020,114.3,88.7,35.6,10.2,254.0,0.292,0.386,0.607,0.993,167.0
"Realmuto, J.T.",592663,2020,112.4,90.2,42.4,13.6,,,,,,
"Reddick, Josh",502210,2020,106.7,85.9,29.3,4.8,210.0,0.245,0.316,0.378,0.693,92.0
"Rendon, Anthony",543685,2020,109.1,90.1,40.5,6.3,232.0,0.286,0.418,0.497,0.915,152.0
"Reyes, Franmil",614177,2020,114.7,92.4,44.9,12.9,241.0,0.275,0.344,0.45,0.795,116.0
"Reyes, Victor",622682,2020,108.6,90.0,41.4,3.8,213.0,0.277,0.315,0.391,0.706,94.0
"Reynolds, Bryan",668804,2020,110.7,87.5,38.3,10.2,208.0,0.189,0.275,0.357,0.632,70.0
"Riley, Austin",663586,2020,111.0,91.0,42.9,10.0,206.0,0.239,0.301,0.415,0.716,88.0
"Rizzo, Anthony",519203,2020,114.5,87.7,34.7,7.8,243.0,0.222,0.342,0.414,0.755,103.0
"Robert Jr., Luis",673357,2020,115.8,87.9,40.5,13.0,227.0,0.233,0.302,0.436,0.738,99.0
"Robles, Victor",645302,2020,109.2,82.2,22.9,1.7,,,,,,
"Rojas, Miguel",500743,2020,107.0,87.2,30.8,0.9,,,,,,
"Rosario, Amed",642708,2020,107.8,86.5,33.0,3.7,,,,,,
"Rosario, Eddie",592696,2020,105.0,87.5,35.4,6.2,231.0,0.257,0.316,0.476,0.792,112.0
"Ruiz, Rio",547004,2020,109.0,87.9,39.0,8.5,204.0,0.222,0.286,0.427,0.713,88.0
"Santana, Carlos",467793,2020,111.5,88.0,36.6,6.7,255.0,0.199,0.349,0.35,0.699,99.0
"Santander, Anthony",623993,2020,113.2,88.6,36.7,10.2,,,,,,
"Schoop, Jonathan",570731,2020,114.4,87.2,33.6,5.6,,,,,,
"Schwarber, Kyle",656941,2020,114.9,92.8,47.2,11.2,224.0,0.188,0.308,0.393,0.701,91.0
"Seager, Corey",608369,2020,113.1,93.2,55.9,15.8,232.0,0.307,0.358,0.585,0.943,149.0
"Seager, Kyle",572122,2020,108.7,89.1,39.8,10.2,248.0,0.241,0.355,0.433,0.788,119.0
"Segura, Jean",516416,2020,109.4,87.7,38.5,6.1,217.0,0.266,0.347,0.422,0.769,106.0
"Semien, Marcus",543760,2020,108.0,86.2,28.6,5.0,236.0,0.223,0.305,0.374,0.679,93.0
"Severino, Pedro",600474,2020,111.2,87.6,31.4,7.4,,,,,,
"Shaw, Travis",543768,2020,112.8,90.9,44.7,7.9,,,,,,
"Simmons, Andrelton",592743,2020,105.8,86.5,31.4,0.0,,,,,,
"Smith, Dominic",642086,2020,110.7,89.8,46.7,13.3,,,,,,
"Solak, Nick",669256,2020,111.7,89.9,40.4,4.7,233.0,0.268,0.326,0.344,0.671,86.0
"Solano, Donovan",456781,2020,108.1,88.5,34.9,4.6,203.0,0.326,0.365,0.463,0.828,125.0
"Soto, Juan",665742,2020,113.3,92.1,51.6,18.3,,,,,,
"Springer, George",543807,2020,115.0,88.7,42.5,12.4,222.0,0.265,0.359,0.54,0.899,143.0
"Story, Trevor",596115,2020,109.0,89.9,41.3,8.7,259.0,0.289,0.355,0.519,0.874,117.0
"Suárez, Eugenio",553993,2020,111.4,89.1,44.7,14.4,231.0,0.202,0.312,0.47,0.781,100.0
"Swanson, Dansby",621020,2020,109.3,89.1,40.7,11.4,264.0,0.274,0.345,0.464,0.809,115.0
"Tapia, Raimel",606132,2020,107.2,85.3,30.0,2.0,206.0,0.321,0.369,0.402,0.772,96.0
"Tatis Jr., Fernando",665487,2020,113.4,95.9,62.2,19.5,257.0,0.277,0.366,0.571,0.937,151.0
"Taylor, Chris",621035,2020,109.6,88.0,45.0,11.5,214.0,0.27,0.366,0.476,0.842,129.0
"Torres, Gleyber",650402,2020,110.2,88.6,38.0,3.7,,,,,,
"Trout, Mike",545361,2020,112.9,93.7,55.1,15.0,241.0,0.281,0.39,0.603,0.993,160.0
"Tsutsugo, Yoshi",660294,2020,108.9,90.2,47.2,9.3,,,,,,
"Tucker, Kyle",663656,2020,110.9,91.1,44.5,9.1,228.0,0.268,0.325,0.512,0.837,122.0
"Turner, Justin",457759,2020,107.8,90.3,44.0,11.2,,,,,,
"Turner, Trea",607208,2020,111.2,90.5,40.7,9.5,259.0,0.335,0.394,0.588,0.982,159.0
"Upton, Justin",457708,2020,111.5,91.7,43.8,8.6,,,,,,
"Urshela, Gio",570482,2020,111.0,91.4,40.8,6.9,,,,,,
"Valaika, Pat",642162,2020,108.2,88.7,34.3,8.3,,,,,,
"Verdugo, Alex",657077,2020,109.5,87.0,34.4,6.4,221.0,0.308,0.367,0.478,0.844,125.0
"Villar, Jonathan",542340,2020,111.1,86.7,35.8,1.5,207.0,0.232,0.301,0.292,0.593,64.0
"Voit, Luke",572228,2020,111.7,88.9,40.0,13.1,234.0,0.277,0.338,0.61,0.948,153.0
"Votto, Joey",458015,2020,113.2,87.4,35.7,9.1,223.0,0.226,0.354,0.446,0.8,110.0
"Vázquez, Christian",543877,2020,108.8,88.4,40.0,4.6,,,,,,
"Walker, Christian",572233,2020,110.4,90.4,48.5,6.4,243.0,0.271,0.333,0.459,0.792,110.0
"Wendle, Joey",621563,2020,104.9,86.7,32.1,3.7,,,,,,
"Winker, Jesse",608385,2020,113.0,92.1,49.0,13.5,,,,,,
"Wong, Kolten",543939,2020,103.7,86.5,26.6,0.6,208.0,0.265,0.35,0.326,0.675,92.0
"Yastrzemski, Mike",573262,2020,105.6,88.2,42.3,10.9,225.0,0.297,0.4,0.568,0.968,158.0
"Yelich, Christian",592885,2020,112.0,94.0,55.6,12.1,247.0,0.205,0.356,0.43,0.786,114.0
"d'Arnaud, Travis",518595,2020,109.7,93.4,57.8,11.2,,,,,,
"Abreu, José",547989,2021,115.6,92.0,49.3,10.2,659.0,0.261,0.351,0.481,0.831,125.0
"Acuña Jr., Ronald",660670,2021,117.9,93.8,54.8,20.3,360.0,0.283,0.394,0.596,0.99,157.0
"Adames, Willy",642715,2021,112.5,89.5,44.7,11.4,555.0,0.262,0.337,0.481,0.818,120.0
"Adrianza, Ehire",501303,2021,105.4,85.4,32.6,2.8,209.0,0.247,0.327,0.401,0.728,95.0
"Aguilar, Jesús",542583,2021,110.6,89.6,41.0,8.5,510.0,0.261,0.329,0.459,0.788,107.0
"Ahmed, Nick",605113,2021,109.5,87.2,27.9,2.4,473.0,0.221,0.28,0.339,0.619,66.0
"Akiyama, Shogo",673451,2021,108.0,86.5,31.5,0.8,,,,,,
"Alberto, Hanser",593643,2021,107.6,87.1,30.3,4.5,255.0,0.27,0.291,0.402,0.693,83.0
"Albies, Ozzie",645277,2021,111.4,89.6,37.2,9.3,686.0,0.259,0.31,0.488,0.799,108.0
"Alcántara, Sergio",642727,2021,107.4,87.5,33.6,3.4,255.0,0.205,0.303,0.327,0.63,73.0
"Alfaro, Jorge",595751,2021,115.7,90.9,49.0,8.2,311.0,0.244,0.283,0.342,0.625,68.0
"Almonte, Abraham",501659,2021,109.8,89.3,41.4,7.2,,,,,,
"Alonso, Pete",624413,2021,118.4,91.0,47.3,14.8,637.0,0.262,0.344,0.519,0.863,131.0
"Altuve, Jose",514888,2021,109.1,87.7,35.0,6.4,678.0,0.278,0.35,0.489,0.839,128.0
"Alvarez, Yordan",670541,2021,116.4,93.2,54.2,15.9,598.0,0.277,0.346,0.531,0.877,137.0
"Anderson, Brian",605119,2021,108.7,88.8,38.7,7.7,264.0,0.249,0.337,0.378,0.715,95.0
"Anderson, Tim",641313,2021,110.2,89.6,42.3,7.8,551.0,0.309,0.338,0.469,0.806,118.0
"Andrus, Elvis",462101,2021,109.8,87.8,34.8,2.1,541.0,0.243,0.294,0.32,0.614,73.0
"Andujar, Miguel",609280,2021,110.2,87.1,37.0,5.5,,,,,,
"Aquino, Aristides",606157,2021,113.5,89.0,39.6,14.9,204.0,0.19,0.299,0.408,0.707,83.0
"Arenado, Nolan",571448,2021,110.6,89.0,37.5,6.7,653.0,0.255,0.312,0.494,0.807,112.0
"Arozarena, Randy",668227,2021,112.6,89.9,42.3,8.2,604.0,0.274,0.356,0.459,0.815,127.0
"Arraez, Luis",650333,2021,104.2,88.4,30.6,2.3,479.0,0.294,0.357,0.376,0.733,105.0
"Arroyo, Christian",624414,2021,111.6,86.3,35.5,7.4,,,,,,
"Astudillo, Willians",553902,2021,108.9,85.9,33.0,4.1,216.0,0.236,0.259,0.375,0.634,72.0
"Baddoo, Akil",668731,2021,111.8,86.0,32.3,8.8,461.0,0.259,0.33,0.436,0.766,108.0
"Bader, Harrison",664056,2021,111.5,86.2,31.7,7.0,401.0,0.267,0.324,0.46,0.785,108.0
"Barnes, Austin",605131,2021,109.0,85.2,31.7,4.1,225.0,0.215,0.299,0.345,0.644,78.0
"Barnhart, Tucker",571466,2021,106.7,87.1,31.1,4.0,388.0,0.247,0.317,0.368,0.685,81.0
"Bauers, Jake",641343,2021,112.3,88.1,37.7,5.4,315.0,0.209,0.29,0.277,0.566,63.0
"Beaty, Matt",607461,2021,109.0,86.7,30.6,3.8,234.0,0.27,0.363,0.402,0.765,114.0
"Bell, Josh",605137,2021,115.8,92.5,52.0,8.8,568.0,0.261,0.347,0.476,0.823,119.0
"Bellinger, Cody",641355,2021,107.4,89.3,34.4,7.1,350.0,0.165,0.24,0.302,0.542,47.0
"Belt, Brandon",474832,2021,109.9,89.2,44.8,17.0,381.0,0.274,0.378,0.597,0.975,159.0
"Benintendi, Andrew",643217,2021,107.6,89.6,43.2,8.9,538.0,0.276,0.324,0.442,0.766,104.0
"Berti, Jon",542932,2021,109.1,87.1,38.3,2.3,271.0,0.21,0.311,0.313,0.624,74.0
"Betts, Mookie",605141,2021,107.9,90.3,41.0,7.8,550.0,0.264,0.367,0.487,0.854,131.0
"Bichette, Bo",666182,2021,115.5,91.4,47.5,9.9,690.0,0.298,0.343,0.484,0.828,122.0
"Biggio, Cavan",624415,2021,109.6,88.9,31.6,5.6,294.0,0.224,0.322,0.356,0.678,84.0
"Blackmon, Charlie",453568,2021,109.8,87.6,38.5,7.0,582.0,0.27,0.351,0.411,0.761,93.0
"Bogaerts, Xander",593428,2021,113.6,89.6,43.0,9.7,603.0,0.295,0.37,0.493,0.863,129.0
"Bohm, Alec",664761,2021,111.6,92.0,49.5,6.6,417.0,0.247,0.305,0.342,0.647,76.0
"Bote, David",623520,2021,115.6,89.9,43.7,9.9,327.0,0.199,0.276,0.33,0.606,66.0
"Bradley Jr., Jackie",598265,2021,108.4,89.7,40.3,5.0,428.0,0.163,0.236,0.261,0.497,36.0
"Bradley, Bobby",656252,2021,114.2,89.0,40.9,16.8,279.0,0.208,0.294,0.445,0.739,101.0
"Brantley, Michael",488726,2021,109.4,89.5,42.9,5.8,508.0,0.311,0.362,0.437,0.799,121.0
"Bregman, Alex",608324,2021,107.5,89.0,38.1,6.4,400.0,0.27,0.355,0.422,0.777,114.0
"Brinson, Lewis",621446,2021,113.2,88.5,37.7,6.4,290.0,0.226,0.263,0.376,0.639,69.0
"Brown, Seth",664913,2021,113.7,88.9,40.2,13.9,307.0,0.214,0.274,0.48,0.754,104.0
"Bryant, Kris",592178,2021,110.4,88.2,40.0,10.3,586.0,0.265,0.353,0.481,0.835,124.0
"Buxton, Byron",621439,2021,115.6,92.5,53.8,17.9,254.0,0.306,0.358,0.647,1.005,171.0
"Báez, Javier",595879,2021,116.7,90.1,45.2,13.4,547.0,0.265,0.319,0.494,0.813,117.0
"Cabrera, Asdrúbal",452678,2021,106.6,87.8,30.9,6.0,352.0,0.23,0.313,0.366,0.678,83.0
"Cabrera, Miguel",408234,2021,112.6,91.4,49.0,8.3,526.0,0.256,0.316,0.386,0.701,92.0
"Cain, Lorenzo",456715,2021,110.4,88.4,37.6,4.3,286.0,0.257,0.329,0.401,0.729,98.0
"Calhoun, Kole",594777,2021,108.9,88.5,38.9,6.3,,,,,,
"Calhoun, Willie",641432,2021,110.6,90.2,41.9,3.5,284.0,0.25,0.31,0.381,0.691,90.0
"Candelario, Jeimer",600869,2021,111.0,88.7,39.1,9.0,626.0,0.271,0.351,0.443,0.795,119.0
"Canha, Mark",592192,2021,107.7,87.3,35.4,7.1,625.0,0.231,0.358,0.387,0.746,116.0
"Caratini, Victor",605170,2021,112.5,90.0,44.3,6.8,356.0,0.227,0.309,0.323,0.632,74.0
"Carlson, Dylan",666185,2021,109.0,88.2,31.1,7.0,619.0,0.266,0.343,0.437,0.78,111.0
"Carpenter, Matt",572761,2021,106.9,90.0,42.0,11.5,249.0,0.169,0.305,0.275,0.581,68.0
"Casali, Curt",592200,2021,105.2,86.4,31.1,5.9,231.0,0.21,0.313,0.35,0.663,82.0
"Castellanos, Nick",592206,2021,111.9,89.8,46.9,10.6,585.0,0.309,0.362,0.576,0.939,140.0
"Castro, Harold",605612,2021,107.2,88.6,38.5,3.2,339.0,0.283,0.31,0.359,0.669,83.0
"Castro, Starlin",516770,2021,111.2,88.4,40.1,5.4,346.0,0.283,0.333,0.375,0.708,91.0
"Castro, Willi",650489,2021,115.4,85.6,29.4,5.2,450.0,0.22,0.273,0.351,0.624,69.0
"Cave, Jake",595909,2021,109.1,87.0,33.0,5.8,,,,,,
"Chang, Yu",644374,2021,110.6,87.1,33.7,7.1,251.0,0.228,0.267,0.426,0.693,87.0
"Chapman, Matt",656305,2021,113.3,89.7,41.7,13.7,622.0,0.21,0.314,0.403,0.716,101.0
"Chisholm Jr., Jazz",665862,2021,112.1,90.2,42.0,9.0,507.0,0.248,0.303,0.425,0.728,94.0
"Choi, Ji Man",596847,2021,112.9,91.2,46.8,9.4,305.0,0.229,0.348,0.411,0.758,117.0
"Clement, Ernie",676391,2021,105.4,86.7,24.8,3.8,,,,,,
"Collins, Zack",641470,2021,109.9,91.1,44.1,10.2,231.0,0.21,0.33,0.338,0.669,89.0
"Conforto, Michael",624424,2021,111.3,88.5,39.5,9.2,479.0,0.232,0.344,0.384,0.729,104.0
"Contreras, William",661388,2021,114.2,92.5,44.5,10.9,,,,,,
"Contreras, Willson",575929,2021,115.4,91.8,48.4,11.1,483.0,0.237,0.34,0.438,0.778,111.0
"Cooper, Garrett",643265,2021,114.0,91.1,52.7,10.8,250.0,0.284,0.38,0.465,0.845,129.0
"Correa, Carlos",621043,2021,116.4,90.2,42.7,9.4,640.0,0.279,0.366,0.485,0.85,133.0
"Crawford, Brandon",543063,2021,109.8,88.8,43.3,11.5,549.0,0.298,0.373,0.522,0.895,140.0
"Crawford, J.P.",641487,2021,110.5,86.3,30.6,2.4,687.0,0.273,0.338,0.376,0.715,103.0
"Cron, C.J.",543068,2021,114.7,88.8,42.0,11.5,547.0,0.281,0.375,0.53,0.905,125.0
"Cronenworth, Jake",630105,2021,110.8,88.6,35.0,7.2,643.0,0.266,0.34,0.46,0.8,117.0
"Cruz, Nelson",443558,2021,117.5,92.9,52.5,13.6,584.0,0.265,0.334,0.497,0.832,123.0
"Culberson, Charlie",518586,2021,109.4,85.4,29.8,3.2,271.0,0.243,0.296,0.381,0.676,84.0
"Dahl, David",621311,2021,108.9,88.1,36.7,6.7,220.0,0.21,0.247,0.322,0.569,53.0
"Dalbec, Bobby",666915,2021,115.6,92.4,48.1,20.2,453.0,0.24,0.298,0.494,0.792,106.0
"Davis, J.D.",605204,2021,111.9,89.7,42.5,12.4,211.0,0.285,0.384,0.436,0.82,128.0
"Daza, Yonathan",602074,2021,106.5,85.2,27.0,2.0,331.0,0.282,0.332,0.355,0.688,74.0
"De La Cruz, Bryan",650559,2021,108.0,88.4,42.2,5.4,219.0,0.296,0.356,0.427,0.783,111.0
"DeJong, Paul",657557,2021,109.5,86.3,35.3,10.6,402.0,0.197,0.284,0.39,0.674,84.0
"Devers, Rafael",646240,2021,114.4,92.9,51.8,15.0,664.0,0.279,0.352,0.538,0.89,133.0
"Dickerson, Alex",543105,2021,112.8,87.4,38.6,10.1,312.0,0.233,0.304,0.42,0.725,98.0
"Dickerson, Corey",572816,2021,109.8,87.8,35.7,3.0,365.0,0.271,0.326,0.408,0.734,97.0
"Difo, Wilmer",594694,2021,109.9,83.7,23.5,4.2,240.0,0.269,0.329,0.384,0.713,92.0
"Donaldson, Josh",518626,2021,114.7,94.1,52.7,17.4,543.0,0.247,0.352,0.475,0.827,126.0
"Dozier, Hunter",641531,2021,113.0,89.9,42.2,8.8,543.0,0.216,0.285,0.394,0.68,80.0
"Dubón, Mauricio",643289,2021,107.1,86.1,30.1,4.4,,,,,,
"Duffy, Matt",622110,2021,107.7,87.5,34.8,4.0,322.0,0.287,0.357,0.381,0.738,104.0
"Duggar, Steven",621453,2021,109.1,88.0,33.9,8.3,297.0,0.257,0.33,0.437,0.767,107.0
