player_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,year
"Merrifield, Whit",593160,216,15.8,39.8,105.8,86.1,95.9,89.6,81.7,406,180,388.0,59,27.3,11,5.1,4.2,2020
"Turner, Trea",607208,199,9.5,34.2,111.2,90.5,100.6,93.3,88.7,422,166,399.0,81,40.7,19,9.5,7.3,2020
"Lindor, Francisco",596019,197,13.5,36.5,111.4,89.9,99.7,93.3,86.8,412,176,390.0,81,41.1,11,5.6,4.1,2020
"Alberto, Hanser",593643,193,13.2,32.6,103.8,82.3,93.5,88.4,79.5,391,141,381.0,40,20.7,2,1.0,0.9,2020
"Machado, Manny",592518,191,15.6,34.6,115.7,90.2,102.7,94.1,88.2,436,177,413.0,83,43.5,21,11.0,8.3,2020
"Gregorius, Didi",544369,190,17.8,35.3,104.7,83.8,96.1,90.2,79.0,417,171,385.0,53,27.9,8,4.2,3.4,2020
"Gurriel, Yuli",493329,189,13.9,34.4,107.1,89.3,98.5,91.4,88.4,420,180,394.0,69,36.5,7,3.7,3.0,2020
"Franco, Maikel",596748,189,8.4,33.3,112.5,86.7,100.2,94.2,82.5,420,157,402.0,73,38.6,11,5.8,4.5,2020
"Marte, Starling",516782,188,6.5,29.8,110.6,87.1,97.6,91.2,84.6,447,143,411.0,57,30.3,12,6.4,4.8,2020
"La Stella, Tommy",600303,187,17.1,32.1,108.8,88.0,96.3,90.4,87.3,430,171,392.0,53,28.3,9,4.8,3.9,2020
"Fletcher, David",664058,185,4.1,30.8,107.0,84.7,93.9,86.7,85.2,365,126,359.0,33,17.8,1,0.5,0.4,2020
"Guerrero Jr., Vladimir",665489,183,4.6,29.5,116.1,92.5,104.1,94.6,91.7,415,142,396.0,93,50.8,16,8.7,6.6,2020
"Abreu, José",547989,182,10.9,37.4,114.0,92.9,104.3,97.1,89.2,452,177,406.0,97,53.3,26,14.3,9.9,2020
"Betts, Mookie",605141,182,18.5,40.1,108.5,90.7,100.0,92.6,88.7,416,200,396.0,79,43.4,14,7.7,5.7,2020
"Blackmon, Charlie",453568,182,13.5,38.5,109.7,86.9,97.3,89.5,84.6,446,175,418.0,54,29.7,9,4.9,3.6,2020
"Kiner-Falefa, Isiah",643396,180,0.8,22.2,106.2,87.2,96.6,90.5,85.8,398,117,370.0,56,31.1,4,2.2,1.8,2020
"Rosario, Eddie",592696,178,18.1,30.3,105.0,87.5,97.1,92.0,84.0,419,176,394.0,63,35.4,11,6.2,4.8,2020
"Hernández, César",514917,177,5.6,36.7,108.2,89.1,99.0,92.5,86.6,420,147,405.0,66,37.3,7,4.0,2.7,2020
"Polanco, Jorge",593871,177,16.1,39.0,109.2,86.6,96.7,89.2,84.9,391,175,378.0,59,33.3,5,2.8,2.2,2020
"Ramírez, José",608070,177,23.2,36.7,114.3,88.7,99.3,94.1,84.0,434,193,395.0,63,35.6,18,10.2,7.1,2020
"Seager, Corey",608369,177,11.9,38.4,113.1,93.2,103.8,98.3,86.3,447,193,411.0,99,55.9,28,15.8,12.1,2020
"Freeman, Freddie",518692,177,17.2,49.2,109.3,92.4,101.8,96.1,88.1,443,207,409.0,96,54.2,26,14.7,9.9,2020
"Seager, Kyle",572122,176,17.7,30.7,108.7,89.1,98.4,93.1,83.9,426,192,391.0,70,39.8,18,10.2,7.3,2020
"LeMahieu, DJ",518934,175,2.3,29.7,109.5,91.3,100.5,94.4,89.5,403,134,361.0,80,45.7,5,2.9,2.3,2020
"Frazier, Adam",624428,175,12.3,34.9,107.5,85.5,95.6,89.5,83.0,415,157,401.0,44,25.1,7,4.0,3.0,2020
"Story, Trevor",596115,172,20.8,40.1,109.0,89.9,100.4,94.0,86.4,449,205,414.0,71,41.3,15,8.7,5.8,2020
"Solak, Nick",669256,171,9.4,27.5,111.7,89.9,99.6,90.6,90.2,413,156,384.0,69,40.4,8,4.7,3.4,2020
"Walker, Christian",572233,171,11.5,34.5,110.4,90.4,101.9,94.8,86.7,451,174,417.0,83,48.5,11,6.4,4.5,2020
"Bellinger, Cody",641355,171,16.6,29.2,110.6,89.3,100.5,93.5,86.9,438,182,394.0,71,41.5,16,9.4,6.6,2020
"McCutchen, Andrew",457705,170,18.2,36.5,109.9,89.7,99.2,93.2,86.3,422,188,391.0,70,41.2,14,8.2,5.8,2020
"Grichuk, Randal",545341,169,12.6,27.2,110.9,88.9,100.5,95.9,84.1,428,164,393.0,67,39.6,19,11.2,8.2,2020
"Ozuna, Marcell",542303,169,16.4,39.1,115.6,93.0,103.5,96.6,89.0,469,190,429.0,92,54.4,26,15.4,9.7,2020
"Swanson, Dansby",621020,167,14.7,40.1,109.3,89.1,99.7,92.0,84.6,427,190,399.0,68,40.7,19,11.4,7.2,2020
"Rizzo, Anthony",519203,167,16.7,34.7,114.5,87.7,99.6,93.0,85.4,430,172,386.0,58,34.7,13,7.8,5.3,2020
"Pillar, Kevin",607680,167,13.4,34.7,108.0,87.1,98.1,92.0,82.2,435,177,400.0,61,36.5,9,5.4,4.0,2020
"Crawford, J.P.",641487,167,11.5,34.1,110.1,85.8,97.3,89.3,85.1,420,154,394.0,52,31.1,3,1.8,1.3,2020
"Arenado, Nolan",571448,166,19.1,27.1,108.9,87.8,98.2,92.5,85.4,441,180,412.0,56,33.7,9,5.4,4.5,2020
"Devers, Rafael",646240,165,10.6,33.3,116.7,93.0,102.9,94.7,91.5,449,171,414.0,72,43.6,20,12.1,8.1,2020
"Tatis Jr., Fernando",665487,164,8.7,32.3,113.4,95.9,105.4,100.2,91.6,458,175,410.0,102,62.2,32,19.5,12.5,2020
"Tucker, Kyle",663656,164,14.9,34.1,110.9,91.1,100.6,94.9,86.4,432,185,391.0,73,44.5,15,9.1,6.6,2020
"Santana, Carlos",467793,164,12.2,32.3,111.5,88.0,99.3,92.3,86.7,445,163,418.0,60,36.6,11,6.7,4.3,2020
"Escobar, Eduardo",500871,164,18.1,34.8,106.7,88.6,97.1,90.3,87.3,415,172,394.0,52,31.7,9,5.5,4.1,2020
"Marte, Ketel",606466,163,10.0,28.8,115.9,89.2,100.2,92.0,90.5,401,151,388.0,66,40.5,6,3.7,3.1,2020
"Bogaerts, Xander",593428,163,8.7,31.3,112.5,89.0,99.7,94.9,83.6,440,169,408.0,60,36.8,14,8.6,6.2,2020
"Flores, Wilmer",527038,163,19.0,37.4,107.8,87.9,97.8,92.1,85.0,418,189,382.0,56,34.4,10,6.1,4.7,2020
"McNeil, Jeff",643446,162,11.5,37.0,106.2,86.6,95.6,90.3,84.1,401,165,393.0,43,26.5,4,2.5,1.9,2020
"Gurriel Jr., Lourdes",666971,162,10.5,39.5,109.5,90.8,101.1,93.9,88.2,447,169,402.0,80,49.4,19,11.7,8.5,2020
"Semien, Marcus",543760,161,19.3,32.9,108.0,86.2,96.4,91.8,78.8,419,181,394.0,46,28.6,8,5.0,3.4,2020
"Voit, Luke",572228,160,15.2,37.5,111.7,88.9,100.7,95.9,82.2,437,177,397.0,64,40.0,21,13.1,9.0,2020
"Peralta, David",444482,160,6.4,29.4,113.8,89.2,100.6,91.5,88.5,445,148,413.0,58,36.3,8,5.0,3.7,2020
"Anderson, Tim",641313,159,6.7,33.3,108.8,87.2,99.0,93.7,82.5,422,149,394.0,57,35.8,16,10.1,7.2,2020
"Dickerson, Corey",572816,159,11.1,25.8,108.8,85.7,97.1,90.7,83.4,438,143,399.0,49,30.8,9,5.7,4.3,2020
"Biggio, Cavan",624415,159,16.7,31.4,103.6,87.4,96.8,91.6,83.2,401,175,379.0,49,30.8,8,5.0,3.0,2020
"Rendon, Anthony",543685,158,19.5,39.2,109.1,90.1,98.6,92.4,88.9,426,191,394.0,64,40.5,10,6.3,4.3,2020
"Jiménez, Eloy",650391,158,5.7,32.9,113.6,92.4,103.9,97.7,89.3,466,151,394.0,88,55.7,26,16.5,11.5,2020
"Edman, Tommy",669242,158,8.2,31.0,109.0,86.5,98.0,92.0,84.3,412,140,395.0,53,33.5,6,3.8,2.6,2020
"Longoria, Evan",446334,157,10.7,29.9,111.5,91.7,101.5,95.9,88.7,432,163,401.0,71,45.2,18,11.5,8.6,2020
"Reyes, Victor",622682,157,10.7,39.5,108.6,90.0,98.6,92.1,88.7,416,164,394.0,65,41.4,6,3.8,2.8,2020
"Verdugo, Alex",657077,157,5.9,31.2,109.5,87.0,98.0,91.9,84.9,433,145,390.0,54,34.4,10,6.4,4.5,2020
"Cabrera, Miguel",408234,155,12.1,36.8,112.2,93.2,102.7,95.6,91.2,450,170,395.0,77,49.7,15,9.7,6.5,2020
"Profar, Jurickson",595777,155,11.0,34.8,107.7,87.2,96.9,89.8,86.3,421,156,392.0,43,27.7,5,3.2,2.5,2020
"Cabrera, Asdrúbal",452678,154,13.7,30.5,107.0,89.5,98.0,93.6,88.0,413,162,392.0,59,38.3,10,6.5,4.7,2020
"Wong, Kolten",543939,154,10.8,31.2,103.7,86.5,95.6,89.4,85.8,392,139,353.0,41,26.6,1,0.6,0.5,2020
"Martinez, J.D.",502110,154,14.7,39.6,110.7,89.5,99.9,93.9,82.6,437,205,403.0,64,41.6,17,11.0,7.2,2020
"Springer, George",543807,153,18.3,35.3,115.0,88.7,101.0,94.3,85.1,455,187,412.0,65,42.5,19,12.4,8.6,2020
"Ahmed, Nick",605113,153,9.4,30.1,107.7,87.7,98.0,92.4,84.5,425,142,409.0,51,33.3,8,5.2,3.7,2020
"Altuve, Jose",514888,153,9.3,24.8,106.9,86.7,97.5,93.6,83.6,437,141,396.0,51,33.3,7,4.6,3.3,2020
"Grisham, Trent",663757,153,13.5,37.3,111.9,88.3,100.5,93.7,84.7,457,161,413.0,64,41.8,17,11.1,6.7,2020
"Pollock, AJ",572041,153,13.0,37.9,110.0,89.6,100.2,94.7,83.8,428,187,403.0,66,43.1,16,10.5,7.6,2020
"Correa, Carlos",621043,153,11.3,26.1,109.0,88.8,99.8,92.9,87.7,461,142,419.0,64,42.1,9,5.9,4.1,2020
"Aguilar, Jesús",542583,152,16.0,37.5,109.9,89.3,99.1,91.6,88.0,436,180,400.0,57,37.5,11,7.2,5.1,2020
"Solano, Donovan",456781,152,15.5,43.4,108.1,88.5,98.3,91.2,85.9,413,186,400.0,53,34.9,7,4.6,3.4,2020
"Mondesi, Adalberto",609275,151,13.7,18.5,111.0,90.6,100.5,94.6,89.8,458,136,418.0,59,39.1,11,7.3,4.7,2020
"Harper, Bryce",547180,150,16.0,33.3,114.7,92.5,104.1,96.0,88.3,470,193,405.0,76,50.7,26,17.3,10.7,2020
"Castellanos, Nick",592206,150,16.5,39.3,108.5,91.0,100.6,95.0,86.2,433,201,409.0,70,46.7,24,16.0,9.9,2020
"Tapia, Raimel",606132,150,1.8,28.7,107.2,85.3,96.6,88.4,84.3,431,124,410.0,45,30.0,3,2.0,1.5,2020
"Goldschmidt, Paul",502671,149,11.7,42.3,111.3,89.2,99.3,94.2,84.0,443,179,405.0,61,40.9,16,10.7,6.9,2020
"Báez, Javier",595879,149,10.3,24.8,116.0,89.4,101.3,94.9,86.9,450,147,423.0,60,40.3,12,8.1,5.1,2020
"Canó, Robinson",429664,148,6.2,31.8,113.5,90.4,102.6,94.7,89.1,441,144,400.0,69,46.6,11,7.4,6.0,2020
"Alonso, Pete",624413,148,15.5,30.4,118.4,90.2,102.4,96.3,86.5,456,175,405.0,61,41.2,19,12.8,7.9,2020
"Segura, Jean",516416,148,11.2,30.4,109.4,87.7,99.7,92.3,86.5,423,148,387.0,57,38.5,9,6.1,4.1,2020
"Trout, Mike",545361,147,23.1,36.1,112.9,93.7,103.5,96.1,91.5,449,219,413.0,81,55.1,22,15.0,9.1,2020
"Reyes, Franmil",614177,147,11.2,31.3,114.7,92.4,103.4,97.5,89.4,462,160,422.0,66,44.9,19,12.9,7.9,2020
"Reddick, Josh",502210,147,19.1,34.7,106.7,85.9,96.1,88.6,84.9,413,173,408.0,43,29.3,7,4.8,3.3,2020
"Muncy, Max",571970,145,14.2,29.0,109.8,88.5,99.7,94.7,81.9,428,179,402.0,58,40.0,18,12.4,7.3,2020
"Conforto, Michael",624424,145,11.0,38.6,114.4,88.4,99.9,94.6,82.3,434,166,403.0,53,36.6,16,11.0,6.9,2020
"Calhoun, Kole",594777,144,17.0,36.1,109.0,89.4,99.5,94.0,84.2,438,192,400.0,55,38.2,17,11.8,7.5,2020
"Bradley Jr., Jackie",598265,144,4.3,28.5,112.4,88.4,98.6,93.2,85.0,447,142,407.0,52,36.4,11,7.6,5.1,2020
"Cronenworth, Jake",630105,143,10.6,37.8,110.1,89.8,100.0,91.5,88.9,426,170,400.0,61,42.7,15,10.5,7.8,2020
"Nimmo, Brandon",607043,143,7.6,30.8,106.9,87.2,98.0,92.3,84.3,425,149,400.0,47,32.9,11,7.7,4.9,2020
"Votto, Joey",458015,143,15.4,36.4,113.2,87.4,98.4,92.6,80.5,442,190,396.0,51,35.7,13,9.1,5.8,2020
"Brantley, Michael",488726,142,10.2,34.5,105.3,88.7,98.3,92.2,85.9,401,165,375.0,53,37.3,7,4.9,3.7,2020
"Myers, Wil",571976,142,13.4,40.8,109.2,91.0,101.6,94.6,87.2,445,191,407.0,65,45.8,21,14.8,9.6,2020
"Arcia, Orlando",606115,142,9.6,37.3,108.7,89.0,99.3,91.7,89.2,422,162,396.0,55,38.7,8,5.6,4.2,2020
"Canha, Mark",592192,142,19.4,37.3,108.9,89.7,98.9,92.4,86.8,425,198,400.0,56,39.4,11,7.7,4.5,2020
"Ruiz, Rio",547004,141,10.5,27.7,109.0,87.9,99.2,94.2,83.1,407,159,379.0,55,39.0,12,8.5,5.9,2020
"Bell, Josh",605137,140,5.9,24.3,114.2,91.7,102.1,95.4,90.1,428,134,405.0,60,42.9,12,8.6,5.4,2020
"Riley, Austin",663586,140,13.6,30.7,111.0,91.0,101.3,94.2,88.4,471,167,424.0,60,42.9,14,10.0,6.8,2020
"Newman, Kevin",621028,138,8.7,32.6,104.7,85.5,95.9,87.7,84.5,400,148,381.0,39,28.3,1,0.7,0.6,2020
"Gonzalez, Marwin",503556,138,12.6,31.9,106.0,89.2,98.2,92.6,86.0,430,171,406.0,53,38.4,7,5.1,3.5,2020
"Lewis, Kyle",641786,137,11.1,37.2,110.9,88.3,98.8,92.6,83.2,438,174,405.0,48,35.0,16,11.7,6.6,2020
"Yastrzemski, Mike",573262,137,18.4,35.0,105.6,88.2,99.3,93.2,83.6,425,184,387.0,58,42.3,15,10.9,6.7,2020
"Duvall, Adam",594807,137,22.9,30.7,114.2,88.1,100.7,94.4,79.0,450,202,397.0,55,40.1,19,13.9,9.1,2020
"Lowe, Brandon",664040,137,18.1,37.2,111.4,89.8,101.6,94.3,83.2,459,198,406.0,59,43.1,24,17.5,10.7,2020
"Kepler, Max",596146,136,22.2,30.9,110.3,88.5,99.2,91.7,88.9,444,182,400.0,52,38.2,7,5.1,3.6,2020
"Happ, Ian",664023,136,9.0,36.8,109.1,91.1,101.3,94.5,87.9,434,168,387.0,66,48.5,14,10.3,6.1,2020
"Candelario, Jeimer",600869,136,13.3,37.5,110.8,90.2,102.0,94.8,85.8,437,173,406.0,64,47.1,14,10.3,6.8,2020
"Davis, J.D.",605204,135,3.3,29.6,111.2,90.1,102.1,96.1,87.4,426,140,388.0,61,45.2,12,8.9,5.2,2020
"Smith, Dominic",642086,135,10.8,43.0,110.7,89.8,100.3,94.9,83.1,441,179,403.0,63,46.7,18,13.3,9.0,2020
"Anderson, Brian",605119,135,9.6,34.8,109.5,87.4,99.1,93.4,82.2,446,164,391.0,53,39.3,13,9.6,5.7,2020
"Wendle, Joey",621563,134,5.1,32.8,104.9,86.7,97.1,90.7,83.7,410,152,386.0,43,32.1,5,3.7,2.7,2020
"Villar, Jonathan",542340,134,1.6,18.7,111.1,86.7,99.5,91.0,86.3,429,111,419.0,48,35.8,2,1.5,1.0,2020
"González, Erik",570481,134,5.5,33.6,111.4,88.5,100.6,93.0,86.0,443,154,396.0,59,44.0,9,6.7,4.7,2020
"Contreras, Willson",575929,134,9.1,35.8,114.1,89.8,102.3,95.4,85.9,451,158,410.0,64,47.8,14,10.4,6.2,2020
"Hiura, Keston",669374,134,14.3,34.3,110.2,87.4,100.0,93.7,82.8,438,170,408.0,53,39.6,19,14.2,7.7,2020
"Olson, Matt",621566,133,19.6,30.1,112.5,92.3,102.8,96.7,90.0,454,187,413.0,61,45.9,17,12.8,6.9,2020
"Núñez, Renato",600524,132,21.1,37.9,110.3,86.3,98.9,92.6,79.6,422,184,392.0,48,36.4,16,12.1,7.4,2020
"García, Avisaíl",541645,132,8.7,37.1,113.3,87.4,99.3,92.1,84.7,427,147,412.0,49,37.1,5,3.8,2.4,2020
"Suárez, Eugenio",553993,132,17.9,29.5,111.4,89.1,101.2,94.2,84.1,434,194,404.0,59,44.7,19,14.4,8.2,2020
"Hicks, Aaron",543305,131,11.1,29.8,109.5,88.2,99.7,93.2,84.8,428,154,389.0,50,38.2,9,6.9,4.3,2020
"Eaton, Adam",594809,131,5.7,30.5,109.8,87.8,98.9,90.9,85.6,434,144,410.0,50,38.2,6,4.6,3.4,2020
"Robert Jr., Luis",673357,131,16.7,36.6,115.8,87.9,101.5,94.9,82.2,458,180,416.0,53,40.5,17,13.0,7.5,2020
"Lopez, Nicky",670032,131,1.4,29.8,104.6,84.9,95.5,91.2,81.0,396,126,396.0,35,26.7,2,1.5,1.0,2020
"Taylor, Chris",621035,131,9.1,33.6,109.6,88.0,101.0,95.8,80.4,446,162,397.0,59,45.0,15,11.5,7.0,2020
"Vázquez, Christian",543877,130,14.4,33.1,108.8,88.4,98.4,91.2,86.6,424,164,395.0,52,40.0,6,4.6,3.2,2020
"Urshela, Gio",570482,130,12.3,38.5,111.0,91.4,100.2,93.6,89.9,412,178,383.0,53,40.8,9,6.9,5.2,2020
"Moncada, Yoán",660162,130,13.9,33.8,109.9,87.8,98.7,91.3,85.9,448,159,400.0,43,33.1,8,6.2,3.5,2020
"Nola, Austin",543592,129,12.5,40.3,110.1,89.7,99.9,92.3,88.8,424,174,396.0,56,43.4,10,7.8,5.4,2020
"Reynolds, Bryan",668804,128,10.2,35.2,110.7,87.5,99.2,91.8,82.6,436,169,409.0,49,38.3,13,10.2,6.3,2020
"Bregman, Alex",608324,128,17.3,35.9,105.6,88.9,97.4,90.3,88.8,412,184,395.0,43,33.6,5,3.9,2.8,2020
"Santander, Anthony",623993,128,24.7,40.6,113.2,88.6,100.0,92.1,87.8,426,202,388.0,47,36.7,13,10.2,7.9,2020
"Hernández, Teoscar",606192,128,15.3,40.6,115.9,93.3,104.8,98.2,86.6,466,195,418.0,68,53.1,23,18.0,11.1,2020
"Grossman, Robbie",543257,128,15.2,33.6,108.1,89.0,98.3,92.0,87.0,421,175,379.0,48,37.5,7,5.5,3.6,2020
"Pujols, Albert",405395,128,16.4,30.5,108.8,88.6,98.3,91.8,89.1,437,161,398.0,44,34.4,7,5.5,4.3,2020
"Laureano, Ramón",657656,128,12.3,34.4,111.3,87.7,99.2,93.7,84.1,441,168,402.0,44,34.4,12,9.4,5.4,2020
"Cruz, Nelson",443558,127,9.4,39.4,114.4,91.6,102.7,98.0,86.1,448,168,417.0,60,47.2,19,15.0,8.9,2020
"Crawford, Brandon",543063,127,12.4,35.4,109.8,88.7,98.7,93.6,84.3,425,171,402.0,50,39.4,12,9.4,6.2,2020
"Moran, Colin",592567,127,8.3,32.3,112.0,91.9,102.6,96.6,89.9,450,144,410.0,60,47.2,17,13.4,8.5,2020
"Soto, Juan",665742,126,4.3,33.3,113.3,92.1,104.2,99.5,86.3,466,161,416.0,65,51.6,23,18.3,11.7,2020
"Gordon, Alex",460086,126,11.6,34.1,112.3,82.8,96.3,90.3,76.8,437,149,396.0,32,25.4,4,3.2,2.2,2020
"Molina, Yadier",425877,126,12.3,38.1,104.2,84.7,95.3,90.2,81.8,413,163,385.0,32,25.4,3,2.4,1.9,2020
"Iglesias, Jose",578428,126,7.6,43.7,110.2,86.2,99.1,91.5,82.5,396,154,386.0,46,36.5,4,3.2,2.7,2020
